Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Ryan Grant,22.0,18.0,116.0,1.0,6.4,5.3,2008
Deuce McAllister,23.0,18.0,128.0,1.0,7.1,5.6,2008
Antonio Pittman,27.0,18.0,132.0,0.0,7.3,4.9,2008
Sammy Morris,24.0,17.0,161.0,0.0,9.5,6.7,2008
Michael Robinson,20.0,17.0,202.0,0.0,11.9,10.1,2008
DeShaun Foster,20.0,16.0,133.0,1.0,8.3,6.7,2008
Naufahu Tahi,21.0,16.0,37.0,0.0,2.3,1.8,2008
Fred Taylor,22.0,16.0,98.0,0.0,6.1,4.5,2008
Peyton Hillis,19.0,14.0,179.0,1.0,12.8,9.4,2008
Julius Jones,25.0,14.0,66.0,0.0,4.7,2.6,2008
B.J. Askew,18.0,13.0,66.0,0.0,5.1,3.7,2008
Ahmard Hall,18.0,13.0,138.0,2.0,10.6,7.7,2008
Greg Jones,16.0,13.0,116.0,1.0,8.9,7.3,2008
Mike Tolbert,15.0,13.0,171.0,1.0,13.2,11.4,2008
Jerome Harrison,18.0,12.0,116.0,1.0,9.7,6.4,2008
Jacob Hester,13.0,12.0,91.0,1.0,7.6,7.0,2008
Edgerrin James,18.0,12.0,85.0,0.0,7.1,4.7,2008
Larry Johnson,17.0,12.0,74.0,0.0,6.2,4.4,2008
Rudi Johnson,14.0,12.0,88.0,1.0,7.3,6.3,2008
Vonta Leach,18.0,12.0,103.0,0.0,8.6,5.7,2008
Mike Sellers,15.0,12.0,98.0,1.0,8.2,6.5,2008
Ahman Green,14.0,11.0,32.0,0.0,2.9,2.3,2008
Jason McKie,15.0,11.0,64.0,1.0,5.8,4.3,2008
Tatum Bell,14.0,10.0,57.0,0.0,5.7,4.1,2008
Justin Fargas,15.0,10.0,52.0,0.0,5.2,3.5,2008
Michael Pittman,13.0,10.0,112.0,0.0,11.2,8.6,2008
Kolby Smith,11.0,10.0,52.0,0.0,5.2,4.7,2008
Lawrence Vickers,15.0,10.0,78.0,0.0,7.8,5.2,2008
Jerome Felton,9.0,9.0,53.0,0.0,5.9,5.9,2008
Justin Griffith,13.0,9.0,85.0,1.0,9.4,6.5,2008
Mike Karney,12.0,9.0,18.0,0.0,2.0,1.5,2008
Aaron Stecker,12.0,9.0,52.0,1.0,5.8,4.3,2008
Mike Cox,13.0,8.0,19.0,0.0,2.4,1.5,2008
Madison Hedgecock,15.0,8.0,52.0,1.0,6.5,3.5,2008
Ovie Mughelli,10.0,8.0,57.0,0.0,7.1,5.7,2008
Jason Snelling,11.0,8.0,89.0,0.0,11.1,8.1,2008
Jonathan Stewart,17.0,8.0,47.0,0.0,5.9,2.8,2008
Korey Hall,7.0,7.0,38.0,1.0,5.4,5.4,2008
Lorenzo Neal,15.0,7.0,35.0,0.0,5.0,2.3,2008
Cadillac Williams,7.0,7.0,43.0,0.0,6.1,6.1,2008
Lorenzo Booker,10.0,6.0,11.0,0.0,1.8,1.1,2008
Quinton Ganther,6.0,6.0,43.0,0.0,7.2,7.2,2008
Brad Hoover,11.0,6.0,39.0,0.0,6.5,3.5,2008
Tony Hunt,6.0,6.0,42.0,0.0,7.0,7.0,2008
Brandon Jacobs,12.0,6.0,36.0,0.0,6.0,3.0,2008
James Johnson,7.0,6.0,47.0,0.0,7.8,6.7,2008
Luke Lawton,11.0,6.0,30.0,0.0,5.0,2.7,2008
Adrian Peterson,10.0,6.0,45.0,0.0,7.5,4.5,2008
Lousaka Polite,8.0,6.0,24.0,0.0,4.0,3.0,2008
Owen Schmitt,8.0,6.0,29.0,0.0,4.8,3.6,2008
Michael Turner,9.0,6.0,41.0,0.0,6.8,4.6,2008
Ahmad Bradshaw,6.0,5.0,42.0,1.0,8.4,7.0,2008
Carey Davis,6.0,5.0,27.0,0.0,5.4,4.5,2008
Garrett Mills,11.0,5.0,65.0,0.0,13.0,5.9,2008
Travis Minor,6.0,5.0,35.0,0.0,7.0,5.8,2008
LenDale White,10.0,5.0,16.0,0.0,3.2,1.6,2008
Charles Ali,6.0,4.0,13.0,0.0,3.3,2.2,2008
Aveion Cason,4.0,4.0,27.0,0.0,6.8,6.8,2008
Tim Castille,4.0,4.0,11.0,0.0,2.8,2.8,2008
Najeh Davenport,4.0,4.0,54.0,0.0,13.5,13.5,2008
Najeh Davenport,0.0,0.0,0.0,0.0,0.0,0.0,2008
Najeh Davenport,4.0,4.0,54.0,0.0,13.5,13.5,2008
John Kuhn,7.0,4.0,21.0,2.0,5.3,3.0,2008
Moran Norris,7.0,4.0,16.0,0.0,4.0,2.3,2008
Clifton Smith,5.0,4.0,24.0,0.0,6.0,4.8,2008
Jameel Cook,5.0,3.0,24.0,0.0,8.0,4.8,2008
Heath Evans,4.0,3.0,59.0,0.0,19.7,14.8,2008
Nick Goings,3.0,3.0,1.0,0.0,0.3,0.3,2008
BenJarvus Green-Ellis,6.0,3.0,37.0,0.0,12.3,6.2,2008
Andre Hall,3.0,3.0,25.0,0.0,8.3,8.3,2008
Kregg Lumpkin,3.0,3.0,22.0,0.0,7.3,7.3,2008
Sean McHugh,4.0,3.0,24.0,0.0,8.0,6.0,2008
Ryan Moats,5.0,3.0,14.0,0.0,4.7,2.8,2008
Willie Parker,10.0,3.0,13.0,0.0,4.3,1.3,2008
P.J. Pope,4.0,3.0,24.0,1.0,8.0,6.0,2008
Chad Simpson,4.0,3.0,30.0,0.0,10.0,7.5,2008
Kenny Watson,9.0,3.0,4.0,0.0,1.3,0.4,2008
DeShawn Wynn,3.0,3.0,30.0,0.0,10.0,10.0,2008
Selvin Young,8.0,3.0,16.0,0.0,5.3,2.0,2008
Deon Anderson,3.0,2.0,7.0,1.0,3.5,2.3,2008
Darian Barnes,3.0,2.0,34.0,0.0,17.0,11.3,2008
Jesse Chatman,2.0,2.0,5.0,0.0,2.5,2.5,2008
Casey Cramer,2.0,2.0,3.0,1.0,1.5,1.5,2008
De Dorsey,2.0,2.0,49.0,0.0,24.5,24.5,2008
Felix Jones,2.0,2.0,10.0,0.0,5.0,5.0,2008
Kevin Jones,2.0,2.0,5.0,0.0,2.5,2.5,2008
Corey McIntyre,3.0,2.0,-1.0,0.0,-0.5,-0.3,2008
Rashard Mendenhall,3.0,2.0,17.0,0.0,8.5,5.7,2008
Montell Owens,3.0,2.0,17.0,0.0,8.5,5.7,2008
Dantrell Savage,2.0,2.0,0.0,0.0,0.0,0.0,2008
Terrelle Smith,6.0,2.0,24.0,0.0,12.0,4.0,2008
Olaniyi Sobomehin,3.0,2.0,8.0,0.0,4.0,2.7,2008
Shaun Alexander,1.0,1.0,9.0,0.0,9.0,9.0,2008
Lance Ball,1.0,1.0,5.0,0.0,5.0,5.0,2008
Jackie Battle,1.0,1.0,-2.0,0.0,-2.0,-2.0,2008
Mike Bell,2.0,1.0,14.0,0.0,14.0,7.0,2008
Michael Bennett,1.0,1.0,2.0,0.0,2.0,2.0,2008
Rock Cartwright,1.0,1.0,-7.0,0.0,-7.0,-7.0,2008
Jason Davis,3.0,1.0,12.0,0.0,12.0,4.0,2008
Samkon Gado,1.0,1.0,-1.0,0.0,-1.0,-1.0,2008
Mike Hart,1.0,1.0,18.0,0.0,18.0,18.0,2008
Alvin Pearman,1.0,1.0,23.0,1.0,23.0,23.0,2008
Tony Richardson,7.0,1.0,4.0,0.0,4.0,0.6,2008
Gary Russell,2.0,1.0,-2.0,0.0,-2.0,-1.0,2008
Thomas Tapeh,3.0,1.0,7.0,0.0,7.0,2.3,2008
Chauncey Washington,1.0,1.0,9.0,0.0,9.0,9.0,2008
T.J. Duckett,1.0,0.0,0.0,0.0,0.0,0.0,2008
Kyle Eckel,0.0,0.0,0.0,0.0,0.0,0.0,2008
Chris Henry,0.0,0.0,0.0,0.0,0.0,0.0,2008
LaMont Jordan,0.0,0.0,0.0,0.0,0.0,0.0,2008
Dan Kreider,5.0,0.0,0.0,0.0,0.0,0.0,2008
Brian Leonard,0.0,0.0,0.0,0.0,0.0,0.0,2008
Laurence Maroney,0.0,0.0,0.0,0.0,0.0,0.0,2008
Xavier Omon,0.0,0.0,0.0,0.0,0.0,0.0,2008
Jalen Parmele,0.0,0.0,0.0,0.0,0.0,0.0,2008
Cecil Sapp,0.0,0.0,0.0,0.0,0.0,0.0,2008
Chris Taylor,0.0,0.0,0.0,0.0,0.0,0.0,2008
Ryan Torain,0.0,0.0,0.0,0.0,0.0,0.0,2008
Danny Ware,0.0,0.0,0.0,0.0,0.0,0.0,2008
Garrett Wolfe,0.0,0.0,0.0,0.0,0.0,0.0,2008
